Ref No,Calibre,Projectile Type,Projectile Dimension,dai,projectile mass,total mass with sabbot,Petal burst pressure,powder mass,Actual Velocity,expected velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/vol,Density,Moment of inerta,cd,sabo length
744,29 mm,E,11.2,11.2,8.44,10.43,85.28,2.05,1035.71,974.98,conical,type2,,10.27,tungsten,0.513,394.081,735.619,0.536,19300,0.0603,0.332,65.07
745,40 mm,C,5.0,5.0,11.92,14.81,79.05,2.88,974.64,1001.88,ogive,type2,12.39,,steel,0.432,78.54,65.45,1.2,7800,0.1829,0.643,60.14
746,29 mm,B,19.76,19.76,14.72,15.7,21.7,1.89,814.39,871.54,conical,type1,5.66,4.52,tungsten,0.87,1226.659,4039.796,0.304,19300,0.054,0.666,48.59
747,29 mm,D,8.78,8.78,8.58,10.07,39.74,4.04,1240.93,1240.59,spherical,type3,14.58,,brass,0.156,242.18,354.391,0.683,8500,0.4959,0.49,27.82
748,29 mm,E,12.21,12.21,5.19,6.49,45.87,4.91,1317.11,1357.54,cylindrical,type3,14.36,14.17,tungsten,0.223,468.362,953.116,0.491,19300,0.0211,0.849,41.33
749,40 mm,C,18.43,18.43,9.54,11.41,66.65,2.07,1047.66,986.56,spherical,type3,5.65,,tungsten,0.384,1067.089,3277.741,0.326,19300,0.1678,0.2,27.42
750,29 mm,D,18.89,18.89,12.37,13.26,21.28,5.47,1470.42,1482.6,cylindrical,type2,7.25,10.38,tungsten,0.839,1121.021,3529.348,0.318,19300,0.4502,0.637,40.54
751,40 mm,C,6.57,6.57,13.73,16.73,95.93,4.68,1305.05,1301.7,cylindrical,type2,,5.85,tungsten,0.799,135.607,148.489,0.913,19300,0.209,0.538,77.26
752,29 mm,E,15.14,15.14,8.39,11.3,101.28,4.59,1379.61,1375.61,ogive,type1,9.37,,brass,0.541,720.115,1817.089,0.396,8500,0.0208,0.79,52.81
753,40 mm,B,16.9,16.9,12.04,12.55,75.15,4.94,1396.8,1359.32,spherical,type3,13.35,,aluminum,0.469,897.27,2527.311,0.355,2700,0.488,0.576,50.49
754,40 mm,C,17.82,17.82,12.12,13.8,31.07,2.53,939.86,992.47,ogive,type2,,12.83,tungsten,0.597,997.62,2962.932,0.337,19300,0.1795,0.899,58.61
755,29 mm,D,15.1,15.1,14.27,16.6,63.13,5.9,1522.51,1506.29,conical,type2,,4.71,aluminum,0.815,716.315,1802.725,0.397,2700,0.4982,0.223,24.25
756,29 mm,A,18.56,18.56,10.19,11.57,55.44,5.52,1407.46,1423.45,cylindrical,type1,3.01,12.78,brass,0.301,1082.196,3347.592,0.323,8500,0.2594,0.519,68.91
757,29 mm,C,14.31,14.31,7.36,9.25,45.89,2.87,1039.8,1101.44,cylindrical,type2,,13.33,steel,0.477,643.323,1534.326,0.419,7800,0.4905,0.141,49.68
758,40 mm,A,12.06,12.06,8.2,10.31,47.17,2.01,896.81,933.88,conical,type3,14.19,3.29,tungsten,0.413,456.925,918.418,0.498,19300,0.0704,0.677,51.51
759,40 mm,B,7.3,7.3,17.65,18.29,21.01,5.59,1531.83,1462.1,ogive,type3,,8.84,aluminum,0.438,167.415,203.689,0.822,2700,0.4327,0.178,56.07
760,29 mm,D,14.83,14.83,11.45,12.05,76.8,5.67,1439.29,1471.25,ogive,type2,7.49,7.45,steel,0.422,690.927,1707.741,0.405,7800,0.2846,0.208,70.0
761,29 mm,C,13.97,13.97,9.26,10.62,42.0,2.47,1069.29,1002.03,spherical,type2,10.29,,tungsten,0.217,613.116,1427.539,0.429,19300,0.0493,0.49,67.38
762,29 mm,E,8.5,8.5,11.8,12.99,93.83,2.04,911.44,950.87,cylindrical,type1,11.39,13.41,tungsten,0.557,226.98,321.555,0.706,19300,0.2872,0.483,73.37
763,40 mm,D,16.02,16.02,2.74,4.16,48.62,4.77,1312.01,1367.04,conical,type2,3.32,,brass,0.221,806.26,2152.713,0.375,8500,0.3599,0.204,44.79
764,29 mm,D,18.74,18.74,10.26,13.17,65.53,1.96,821.79,891.61,conical,type3,7.6,3.21,tungsten,0.192,1103.288,3445.937,0.32,19300,0.4298,0.594,36.46
765,29 mm,D,5.32,5.32,12.17,14.6,108.79,2.26,1005.93,957.53,conical,type1,12.68,,tungsten,0.138,88.915,78.838,1.128,19300,0.3342,0.895,66.66
766,29 mm,E,11.82,11.82,8.61,9.62,78.71,4.02,1236.36,1248.11,spherical,type3,5.44,12.33,aluminum,0.292,438.919,864.671,0.508,2700,0.3655,0.86,76.61
767,29 mm,B,7.38,7.38,12.08,12.83,65.56,1.88,826.42,861.18,cylindrical,type2,10.21,5.01,brass,0.229,171.105,210.459,0.813,8500,0.1454,0.387,46.93
768,40 mm,B,16.78,16.78,18.63,21.42,61.71,2.66,958.72,961.24,conical,type2,8.54,,tungsten,0.728,884.573,2473.856,0.358,19300,0.3427,0.801,52.53
769,40 mm,C,11.55,11.55,6.65,9.52,70.13,4.86,1339.17,1337.52,ogive,type3,6.05,10.15,brass,0.453,419.096,806.76,0.519,8500,0.1217,0.83,70.73
770,29 mm,E,6.4,6.4,2.22,5.18,44.1,4.98,1420.62,1399.14,spherical,type3,,3.25,aluminum,0.888,128.68,137.258,0.938,2700,0.0979,0.109,21.71
771,40 mm,E,9.78,9.78,12.4,15.3,39.78,3.15,1060.57,1117.03,conical,type1,4.1,,steel,0.635,300.488,489.796,0.613,7800,0.4282,0.781,49.69
772,40 mm,E,6.99,6.99,18.58,20.94,63.98,4.82,1283.49,1302.73,ogive,type2,10.24,6.67,aluminum,0.501,153.499,178.826,0.858,2700,0.0344,0.254,71.82
773,29 mm,C,14.92,14.92,16.87,18.34,97.83,5.14,1362.59,1345.5,spherical,type3,,,aluminum,0.625,699.339,1739.022,0.402,2700,0.0987,0.495,32.0
774,40 mm,D,9.04,9.04,3.81,4.99,74.58,4.5,1355.62,1321.34,cylindrical,type3,,4.22,aluminum,0.306,256.736,386.816,0.664,2700,0.4954,0.782,61.79
775,29 mm,D,14.05,14.05,5.34,8.12,21.43,2.33,1062.12,1026.92,conical,type1,10.32,11.56,tungsten,0.227,620.158,1452.204,0.427,19300,0.4139,0.616,72.39
776,40 mm,C,5.26,5.26,7.03,10.02,65.49,4.23,1349.33,1302.34,cylindrical,type2,,3.97,aluminum,0.545,86.92,76.2,1.141,2700,0.1154,0.211,48.48
777,29 mm,E,13.74,13.74,15.02,15.83,72.61,4.88,1287.68,1308.98,spherical,type3,13.83,12.57,tungsten,0.703,593.094,1358.185,0.437,19300,0.3424,0.428,70.37
778,40 mm,C,12.68,12.68,17.27,17.8,68.26,4.83,1246.83,1272.6,spherical,type2,,14.28,brass,0.705,505.113,1067.472,0.473,8500,0.3294,0.4,69.41
779,29 mm,C,5.1,5.1,3.46,4.21,34.43,4.69,1419.45,1392.55,cylindrical,type1,,9.31,steel,0.379,81.713,69.456,1.176,7800,0.3119,0.709,64.05
780,29 mm,C,9.41,9.41,19.5,21.87,98.42,4.78,1345.54,1302.29,spherical,type1,,7.88,aluminum,0.356,278.182,436.282,0.638,2700,0.1411,0.678,74.8
781,40 mm,A,11.86,11.86,4.25,7.16,112.89,3.93,1174.42,1216.82,cylindrical,type3,,,tungsten,0.322,441.895,873.479,0.506,19300,0.0903,0.217,28.47
782,40 mm,C,7.04,7.04,17.5,18.93,34.87,1.69,828.45,807.56,spherical,type1,14.51,5.3,brass,0.73,155.702,182.691,0.852,8500,0.1557,0.485,37.98
783,29 mm,B,16.65,16.65,12.12,12.77,47.21,2.94,1016.34,1045.25,ogive,type1,7.17,10.04,tungsten,0.67,870.92,2416.803,0.36,19300,0.4348,0.358,57.44
784,40 mm,A,18.4,18.4,10.48,12.19,33.16,4.34,1305.43,1314.53,spherical,type2,14.39,14.93,steel,0.238,1063.618,3261.761,0.326,7800,0.025,0.483,39.15
785,29 mm,D,6.37,6.37,12.92,15.43,105.88,5.49,1361.12,1417.0,spherical,type3,,11.49,brass,0.807,127.476,135.337,0.942,8500,0.022,0.498,39.91
786,40 mm,D,12.68,12.68,16.58,19.5,75.15,3.79,1165.06,1150.25,ogive,type3,4.8,9.84,brass,0.847,505.113,1067.472,0.473,8500,0.4805,0.129,58.78
787,29 mm,C,9.15,9.15,13.9,16.37,112.34,4.04,1141.59,1191.44,ogive,type1,11.31,6.55,tungsten,0.759,263.022,401.109,0.656,19300,0.4614,0.108,53.06
788,29 mm,D,9.93,9.93,4.48,5.24,67.91,2.86,1080.73,1126.47,ogive,type3,13.04,8.89,aluminum,0.614,309.776,512.68,0.604,2700,0.1836,0.578,76.57
789,40 mm,A,7.56,7.56,3.8,5.85,104.19,2.74,1152.08,1104.59,ogive,type3,,,tungsten,0.802,179.553,226.237,0.794,19300,0.3002,0.467,52.3
790,40 mm,D,7.34,7.34,19.59,21.45,78.74,3.48,1037.58,1096.82,ogive,type2,3.87,9.06,aluminum,0.569,169.255,207.056,0.817,2700,0.262,0.663,77.06
791,40 mm,E,19.82,19.82,2.58,3.17,98.07,1.69,923.68,915.72,cylindrical,type1,9.78,7.97,tungsten,0.516,1234.119,4076.708,0.303,19300,0.2899,0.37,77.8
792,40 mm,A,13.03,13.03,19.56,20.7,117.53,3.48,1147.12,1099.41,spherical,type2,3.9,,brass,0.43,533.382,1158.329,0.46,8500,0.0644,0.834,74.94
793,29 mm,B,7.15,7.15,8.85,11.44,100.08,5.79,1475.29,1508.78,ogive,type2,,9.02,aluminum,0.471,160.606,191.389,0.839,2700,0.4334,0.28,49.46
794,29 mm,D,11.63,11.63,7.44,8.2,51.52,2.3,1017.43,1024.49,ogive,type3,9.93,13.91,steel,0.888,424.922,823.641,0.516,7800,0.3447,0.437,26.5
795,40 mm,B,14.13,14.13,11.35,14.18,64.18,3.64,1194.85,1144.61,conical,type1,3.64,,brass,0.527,627.241,1477.152,0.425,8500,0.2032,0.775,28.44
796,29 mm,E,15.34,15.34,8.26,10.98,92.85,4.16,1196.61,1252.71,conical,type3,13.61,4.13,brass,0.27,739.266,1890.056,0.391,8500,0.0296,0.716,21.79
797,40 mm,B,17.85,17.85,8.76,11.62,54.57,1.6,918.08,888.25,conical,type3,8.43,,brass,0.849,1000.982,2977.922,0.336,8500,0.2685,0.888,70.83
798,29 mm,D,14.19,14.19,5.74,8.01,75.57,4.15,1240.46,1243.66,conical,type2,6.01,14.83,aluminum,0.118,632.579,1496.049,0.423,2700,0.3442,0.707,37.33
799,40 mm,D,12.86,12.86,9.46,10.65,102.46,3.0,1136.2,1116.19,conical,type2,,7.86,brass,0.889,519.555,1113.58,0.467,8500,0.0249,0.175,51.6
800,40 mm,E,11.11,11.11,16.65,17.57,109.87,5.85,1506.3,1465.85,cylindrical,type3,5.41,,tungsten,0.682,387.773,718.027,0.54,19300,0.4544,0.526,48.72
801,29 mm,C,8.75,8.75,4.1,6.23,85.79,4.77,1354.64,1391.02,ogive,type1,5.29,7.12,brass,0.339,240.528,350.77,0.686,8500,0.3088,0.411,58.84
802,40 mm,A,19.96,19.96,13.3,14.31,114.25,4.71,1268.15,1332.18,conical,type2,4.44,,tungsten,0.846,1251.616,4163.708,0.301,19300,0.1766,0.611,20.52
803,40 mm,A,9.01,9.01,5.03,7.9,27.52,5.02,1456.17,1443.69,cylindrical,type1,8.41,5.16,brass,0.148,255.035,382.977,0.666,8500,0.052,0.4,58.3
804,40 mm,B,10.06,10.06,10.81,12.3,45.74,2.68,1094.13,1041.61,conical,type3,8.74,13.36,steel,0.658,317.94,533.08,0.596,7800,0.3952,0.11,53.62
805,40 mm,C,8.78,8.78,4.9,6.27,105.36,3.55,1194.16,1167.99,spherical,type1,10.6,14.22,tungsten,0.142,242.18,354.391,0.683,19300,0.1773,0.867,34.15
806,29 mm,C,17.52,17.52,14.09,15.44,95.58,3.6,1133.92,1178.78,spherical,type1,12.21,,tungsten,0.311,964.313,2815.794,0.342,19300,0.1563,0.814,25.91
807,29 mm,A,12.16,12.16,11.5,14.07,94.28,3.45,1168.67,1104.82,cylindrical,type3,14.23,,steel,0.569,464.533,941.455,0.493,7800,0.4483,0.677,32.19
808,40 mm,E,15.74,15.74,4.37,5.22,72.86,1.67,966.22,968.7,spherical,type3,11.76,7.66,steel,0.113,778.322,2041.798,0.381,7800,0.0621,0.89,42.81
809,40 mm,A,11.82,11.82,14.78,17.13,117.21,2.99,1013.88,1010.26,conical,type1,,4.21,tungsten,0.634,438.919,864.671,0.508,19300,0.4823,0.108,37.5
810,29 mm,D,10.13,10.13,19.98,21.01,37.5,1.95,765.16,833.31,conical,type2,3.53,7.38,tungsten,0.291,322.38,544.286,0.592,19300,0.0703,0.417,61.62
811,29 mm,A,10.34,10.34,4.62,6.18,104.57,3.27,1179.79,1203.42,conical,type1,,6.6,steel,0.574,335.885,578.842,0.58,7800,0.3439,0.287,49.35
812,29 mm,A,12.56,12.56,14.63,17.42,73.11,4.87,1378.51,1342.65,spherical,type3,6.48,8.53,aluminum,0.755,495.598,1037.451,0.478,2700,0.4861,0.254,35.5
813,40 mm,B,17.13,17.13,14.83,17.19,49.09,1.85,820.3,833.07,cylindrical,type1,13.66,7.29,brass,0.389,921.859,2631.908,0.35,8500,0.117,0.653,32.04
814,40 mm,A,8.53,8.53,19.4,22.32,90.64,4.48,1165.99,1197.6,conical,type2,6.1,10.53,aluminum,0.673,228.585,324.972,0.703,2700,0.4148,0.797,47.25
815,29 mm,E,9.1,9.1,13.68,15.21,82.99,4.08,1268.19,1208.34,ogive,type3,12.14,9.43,aluminum,0.763,260.155,394.569,0.659,2700,0.407,0.336,77.93
816,40 mm,C,5.05,5.05,17.14,19.18,84.99,5.41,1322.09,1355.23,cylindrical,type2,4.63,,brass,0.491,80.118,67.433,1.188,8500,0.0355,0.184,56.01
817,29 mm,E,7.21,7.21,2.02,3.73,28.26,2.99,1106.52,1105.91,conical,type2,,11.4,aluminum,0.278,163.313,196.248,0.832,2700,0.3227,0.52,45.84
818,29 mm,B,7.8,7.8,6.44,8.48,109.81,4.0,1241.19,1232.2,spherical,type1,8.13,,tungsten,0.164,191.134,248.475,0.769,19300,0.1817,0.679,54.52
819,29 mm,D,13.58,13.58,10.63,11.89,96.05,2.07,998.64,936.32,conical,type3,7.44,14.43,steel,0.834,579.361,1311.288,0.442,7800,0.2745,0.31,27.6
820,40 mm,A,12.83,12.83,11.98,12.55,37.27,4.12,1251.02,1207.76,conical,type2,3.62,13.47,brass,0.276,517.134,1105.805,0.468,8500,0.2518,0.128,57.36
821,40 mm,E,16.39,16.39,10.88,13.4,59.97,3.22,1154.36,1115.26,cylindrical,type3,,3.73,aluminum,0.362,843.933,2305.343,0.366,2700,0.4765,0.183,63.83
822,40 mm,E,14.63,14.63,18.08,18.71,63.35,4.27,1233.68,1254.85,ogive,type3,,12.93,tungsten,0.671,672.417,1639.576,0.41,19300,0.1534,0.388,59.77
823,29 mm,E,14.3,14.3,15.15,17.21,82.11,3.12,1107.31,1052.83,conical,type3,9.32,8.3,tungsten,0.697,642.424,1531.111,0.42,19300,0.1167,0.57,72.6
824,40 mm,E,17.04,17.04,17.45,19.08,44.46,1.91,862.71,886.75,spherical,type3,14.12,10.74,steel,0.321,912.198,2590.642,0.352,7800,0.1271,0.316,64.88
825,40 mm,B,7.12,7.12,15.24,17.46,62.05,3.67,1107.39,1163.52,spherical,type1,12.29,4.51,brass,0.197,159.261,188.99,0.843,8500,0.1334,0.455,54.78
826,40 mm,B,15.61,15.61,4.81,6.91,109.24,5.66,1431.66,1478.8,cylindrical,type1,6.97,,tungsten,0.71,765.518,1991.624,0.384,19300,0.2157,0.328,41.97
827,29 mm,D,5.9,5.9,6.29,7.92,73.8,1.67,949.55,889.15,cylindrical,type2,,,brass,0.132,109.359,107.536,1.017,8500,0.3086,0.473,37.08
828,29 mm,C,8.31,8.31,3.39,6.2,61.2,5.13,1536.21,1471.96,ogive,type2,10.33,9.43,brass,0.825,216.946,300.47,0.722,8500,0.2292,0.239,78.12
829,29 mm,D,6.22,6.22,6.47,7.71,49.65,3.02,1092.58,1101.45,spherical,type3,9.07,9.11,tungsten,0.128,121.543,126.0,0.965,19300,0.1325,0.597,57.91
830,40 mm,E,11.17,11.17,10.91,12.96,82.65,2.67,1023.39,1012.56,spherical,type1,7.0,12.7,tungsten,0.391,391.973,729.723,0.537,19300,0.2446,0.342,53.01
831,40 mm,D,12.0,12.0,14.43,15.53,52.73,3.92,1240.61,1193.61,spherical,type1,,11.92,brass,0.401,452.389,904.779,0.5,8500,0.0591,0.19,79.58
832,29 mm,D,11.33,11.33,16.24,19.13,59.89,3.14,1034.03,1089.23,conical,type2,7.07,10.45,steel,0.865,403.283,761.532,0.53,7800,0.4713,0.649,69.87
833,29 mm,B,6.77,6.77,6.3,7.58,80.97,4.17,1388.67,1323.94,spherical,type2,4.77,14.05,tungsten,0.802,143.988,162.467,0.886,19300,0.1403,0.171,26.04
834,29 mm,C,17.4,17.4,6.25,9.15,22.85,2.38,995.1,1023.57,conical,type2,,11.06,steel,0.333,951.149,2758.331,0.345,7800,0.0963,0.814,29.97
835,29 mm,B,5.6,5.6,17.38,18.46,60.48,5.84,1410.83,1408.2,cylindrical,type1,10.2,4.65,steel,0.14,98.52,91.952,1.071,7800,0.315,0.54,22.53
836,29 mm,A,15.37,15.37,7.64,8.51,81.15,5.35,1435.35,1443.18,cylindrical,type2,,10.33,tungsten,0.635,742.16,1901.167,0.39,19300,0.1932,0.158,45.67
837,40 mm,A,15.7,15.7,16.6,19.28,55.66,5.11,1412.09,1368.84,spherical,type2,12.36,,aluminum,0.812,774.371,2026.271,0.382,2700,0.3497,0.424,56.14
838,40 mm,B,16.13,16.13,5.56,6.94,67.46,4.89,1462.8,1434.1,conical,type3,6.2,7.55,brass,0.521,817.37,2197.363,0.372,8500,0.411,0.268,66.78
839,29 mm,E,19.51,19.51,9.03,11.57,86.07,4.34,1330.51,1302.96,cylindrical,type3,3.66,10.42,brass,0.487,1195.816,3888.395,0.308,8500,0.2676,0.222,20.54
840,40 mm,D,15.6,15.6,12.78,14.07,48.93,5.89,1463.06,1512.32,cylindrical,type3,5.93,,aluminum,0.559,764.538,1987.799,0.385,2700,0.0571,0.121,55.56
841,29 mm,A,7.68,7.68,12.84,15.36,71.27,3.18,1100.55,1110.49,spherical,type2,8.16,5.63,tungsten,0.283,185.299,237.182,0.781,19300,0.3765,0.803,40.55
842,40 mm,C,18.82,18.82,18.04,19.05,45.65,2.02,874.73,901.53,cylindrical,type3,13.64,7.19,aluminum,0.331,1112.728,3490.258,0.319,2700,0.2379,0.745,28.18
843,29 mm,A,8.75,8.75,3.2,3.84,38.91,2.01,949.81,1005.19,cylindrical,type2,14.35,6.17,aluminum,0.19,240.528,350.77,0.686,2700,0.0915,0.878,22.16
844,40 mm,E,5.24,5.24,11.91,13.23,22.91,1.71,899.08,885.16,cylindrical,type3,,10.72,tungsten,0.299,86.261,75.334,1.145,19300,0.1853,0.16,20.9
845,40 mm,E,10.27,10.27,16.88,19.19,79.22,5.65,1403.42,1446.42,conical,type1,10.94,,tungsten,0.135,331.353,567.166,0.584,19300,0.0823,0.658,33.67
846,40 mm,E,10.01,10.01,19.76,20.6,105.65,5.3,1313.47,1338.83,spherical,type2,14.76,8.99,steel,0.262,314.788,525.171,0.599,7800,0.3716,0.874,60.68
847,29 mm,C,13.56,13.56,11.32,13.77,105.83,5.33,1422.62,1454.49,spherical,type2,,12.77,tungsten,0.709,577.656,1305.502,0.442,19300,0.0507,0.723,78.62
848,29 mm,B,10.91,10.91,15.25,16.64,38.42,5.19,1355.76,1386.04,ogive,type3,9.34,10.58,brass,0.704,373.938,679.944,0.55,8500,0.164,0.111,26.59
849,29 mm,A,8.56,8.56,14.62,16.37,73.72,4.97,1279.27,1331.71,conical,type3,6.31,6.57,steel,0.649,230.196,328.413,0.701,7800,0.3945,0.188,42.71
850,40 mm,D,11.61,11.61,4.26,6.6,41.71,3.32,1199.46,1134.79,spherical,type2,4.68,13.27,aluminum,0.776,423.462,819.399,0.517,2700,0.2553,0.351,26.5
851,29 mm,E,7.35,7.35,2.24,4.76,98.83,3.92,1244.24,1281.48,cylindrical,type1,6.55,,brass,0.474,169.717,207.903,0.816,8500,0.426,0.45,53.02
852,29 mm,C,12.44,12.44,15.78,17.24,48.28,4.44,1155.11,1222.51,spherical,type3,9.65,6.97,tungsten,0.377,486.173,1007.998,0.482,19300,0.3275,0.677,31.95
853,29 mm,E,16.3,16.3,19.21,20.91,49.14,5.22,1376.01,1327.58,ogive,type2,8.68,9.94,brass,0.218,834.69,2267.574,0.368,8500,0.3013,0.658,45.71
854,29 mm,B,12.01,12.01,17.53,18.68,108.94,1.67,842.52,864.85,conical,type1,14.41,10.1,tungsten,0.348,453.144,907.043,0.5,19300,0.2856,0.329,39.89
855,29 mm,B,15.98,15.98,18.71,21.22,57.7,5.26,1324.73,1375.26,spherical,type2,14.53,7.21,steel,0.12,802.238,2136.628,0.375,7800,0.3992,0.132,59.71
856,40 mm,D,12.23,12.23,3.75,5.71,58.97,3.64,1214.77,1175.65,conical,type1,,5.84,aluminum,0.805,469.897,957.807,0.491,2700,0.1235,0.147,52.42
857,29 mm,E,17.23,17.23,19.34,21.81,39.21,4.4,1190.98,1182.59,ogive,type3,14.1,10.31,brass,0.123,932.654,2678.271,0.348,8500,0.3372,0.559,64.64
858,29 mm,E,8.05,8.05,13.66,15.21,46.01,4.94,1454.18,1384.75,conical,type1,3.1,5.8,steel,0.456,203.583,273.141,0.745,7800,0.0998,0.591,58.97
859,29 mm,B,9.83,9.83,3.59,4.49,27.09,3.75,1253.45,1242.26,ogive,type1,7.68,4.99,tungsten,0.755,303.569,497.347,0.61,19300,0.3712,0.757,31.07
860,29 mm,B,16.58,16.58,2.38,3.1,92.74,3.08,1170.45,1136.95,cylindrical,type3,6.61,10.96,aluminum,0.652,863.613,2386.449,0.362,2700,0.0895,0.711,33.77
861,40 mm,A,11.03,11.03,11.6,13.41,38.45,1.64,958.44,891.18,cylindrical,type1,14.33,,brass,0.669,382.209,702.628,0.544,8500,0.1966,0.448,46.08
862,40 mm,B,10.03,10.03,13.2,14.21,97.55,4.51,1214.95,1250.89,conical,type3,3.99,7.69,steel,0.626,316.047,528.325,0.598,7800,0.0365,0.768,33.13
863,29 mm,D,5.04,5.04,18.83,21.3,35.77,3.47,1131.5,1085.78,cylindrical,type3,7.24,3.35,aluminum,0.833,79.801,67.033,1.19,2700,0.2958,0.762,41.6
864,40 mm,A,15.37,15.37,12.6,13.84,59.07,4.07,1195.1,1231.49,conical,type2,3.33,,brass,0.361,742.16,1901.167,0.39,8500,0.4442,0.595,60.76
865,29 mm,C,17.77,17.77,11.27,13.56,108.3,5.24,1425.73,1410.57,cylindrical,type3,9.06,,tungsten,0.127,992.03,2938.062,0.338,19300,0.0212,0.28,79.83
866,40 mm,D,9.36,9.36,15.57,17.69,105.17,4.16,1187.37,1227.78,conical,type3,9.65,3.02,tungsten,0.767,275.234,429.365,0.641,19300,0.1473,0.889,63.46
867,29 mm,C,12.52,12.52,3.99,5.12,31.9,5.86,1591.16,1534.89,spherical,type2,3.97,5.35,tungsten,0.38,492.446,1027.57,0.479,19300,0.3699,0.164,58.03
868,29 mm,D,12.45,12.45,13.02,15.72,33.84,3.08,1150.77,1089.16,spherical,type1,10.28,6.28,aluminum,0.226,486.955,1010.431,0.482,2700,0.2538,0.761,56.97
869,40 mm,C,5.69,5.69,14.31,16.5,74.25,5.44,1361.29,1384.23,spherical,type1,4.64,,aluminum,0.73,101.713,96.457,1.054,2700,0.0213,0.547,50.72
870,40 mm,E,9.07,9.07,15.34,16.79,44.52,2.91,1072.18,1058.37,cylindrical,type2,,,tungsten,0.305,258.443,390.679,0.662,19300,0.2209,0.196,77.71
871,40 mm,A,8.18,8.18,17.58,18.95,93.85,5.8,1431.41,1400.99,cylindrical,type1,7.71,10.3,steel,0.207,210.212,286.588,0.733,7800,0.0305,0.341,47.78
872,40 mm,B,8.19,8.19,15.98,17.49,56.72,3.31,1093.48,1038.91,conical,type1,7.16,5.49,steel,0.801,210.726,287.641,0.733,7800,0.0667,0.489,73.92
873,29 mm,A,10.68,10.68,3.38,4.55,92.29,2.79,1118.21,1058.9,ogive,type3,12.78,,aluminum,0.501,358.338,637.841,0.562,2700,0.1163,0.81,59.98
874,40 mm,A,8.59,8.59,17.74,19.44,93.88,4.64,1261.73,1305.37,spherical,type3,5.23,,steel,0.755,231.812,331.878,0.698,7800,0.0533,0.177,22.38
875,40 mm,D,16.79,16.79,7.84,10.09,94.76,4.92,1423.19,1418.96,spherical,type3,4.78,5.32,tungsten,0.226,885.628,2478.282,0.357,19300,0.0698,0.79,53.09
876,40 mm,D,13.92,13.92,9.69,10.45,81.32,3.53,1151.38,1186.39,spherical,type3,,,steel,0.453,608.735,1412.265,0.431,7800,0.4509,0.844,48.72
877,29 mm,E,8.28,8.28,3.16,6.08,112.66,5.18,1495.8,1485.83,conical,type2,13.7,13.6,tungsten,0.713,215.383,297.228,0.725,19300,0.2824,0.244,68.69
878,40 mm,E,7.23,7.23,16.46,17.55,35.24,2.49,1027.87,974.35,conical,type1,12.93,,aluminum,0.399,164.22,197.885,0.83,2700,0.3566,0.452,38.47
879,29 mm,B,12.08,12.08,17.13,18.92,48.28,4.19,1174.66,1170.52,spherical,type3,,5.92,steel,0.664,458.441,922.995,0.497,7800,0.4868,0.743,62.2
880,40 mm,C,14.19,14.19,9.41,10.63,113.95,3.36,1039.49,1088.64,cylindrical,type1,,10.52,aluminum,0.327,632.579,1496.049,0.423,2700,0.3132,0.393,60.15
881,40 mm,B,17.48,17.48,14.91,15.6,61.33,5.73,1439.82,1464.17,cylindrical,type3,10.07,7.57,brass,0.898,959.915,2796.552,0.343,8500,0.1488,0.558,61.18
882,29 mm,A,8.62,8.62,13.79,16.27,119.96,5.44,1351.87,1401.47,spherical,type1,,,steel,0.375,233.434,335.367,0.696,7800,0.236,0.721,30.24
883,40 mm,C,8.28,8.28,7.73,10.45,89.66,4.0,1284.48,1274.81,conical,type2,8.02,5.25,tungsten,0.897,215.383,297.228,0.725,19300,0.2295,0.484,46.19
884,29 mm,A,15.6,15.6,14.78,16.43,107.02,2.69,930.34,983.44,conical,type2,,,aluminum,0.634,764.538,1987.799,0.385,2700,0.2342,0.234,23.56
885,29 mm,E,15.5,15.5,4.18,6.7,42.15,5.83,1478.61,1496.58,cylindrical,type2,7.43,4.27,tungsten,0.189,754.768,1949.816,0.387,19300,0.0482,0.759,58.02
886,40 mm,C,10.8,10.8,5.94,6.55,50.67,5.34,1486.03,1448.87,cylindrical,type3,13.41,12.95,tungsten,0.554,366.435,659.584,0.556,19300,0.2493,0.793,55.47
887,29 mm,E,16.95,16.95,8.8,9.79,23.92,1.56,870.08,857.29,conical,type3,12.45,10.16,brass,0.607,902.587,2549.809,0.354,8500,0.4417,0.388,38.16
888,29 mm,B,17.86,17.86,9.61,11.47,77.37,5.17,1385.85,1443.38,ogive,type3,12.33,8.66,aluminum,0.534,1002.104,2982.929,0.336,2700,0.3929,0.818,53.72
889,29 mm,D,15.64,15.64,10.02,10.54,93.79,2.21,970.03,921.28,ogive,type1,14.42,6.22,tungsten,0.809,768.464,2003.129,0.384,19300,0.4545,0.551,57.31
890,29 mm,B,10.1,10.1,10.64,11.82,102.33,5.84,1388.42,1456.57,cylindrical,type3,4.86,6.19,tungsten,0.231,320.474,539.464,0.594,19300,0.4293,0.425,60.08
891,40 mm,C,9.06,9.06,10.76,13.66,34.49,5.12,1355.67,1401.49,cylindrical,type2,5.39,9.56,aluminum,0.346,257.873,389.389,0.662,2700,0.2036,0.641,35.39
892,40 mm,A,8.33,8.33,19.36,20.97,69.42,1.72,811.88,821.08,cylindrical,type3,9.34,,aluminum,0.791,217.992,302.645,0.72,2700,0.0835,0.688,42.54
